Individual{TOC=13590.743305098968, NV=71}
Individual{TOC=13963.384790544214, NV=57}
Individual{TOC=14665.411175078621, NV=33}
Individual{TOC=13741.216546002075, NV=60}
Individual{TOC=13967.354482555313, NV=52}
Individual{TOC=13998.638220973318, NV=46}
Individual{TOC=14386.390143475659, NV=40}
Individual{TOC=14593.989471378663, NV=35}
Individual{TOC=14247.401686457066, NV=41}
Individual{TOC=16067.493045127005, NV=31}
Individual{TOC=13964.884490673181, NV=54}
Individual{TOC=13563.890571572836, NV=74}
Individual{TOC=14241.89802466343, NV=44}
Individual{TOC=14459.112444867222, NV=36}
Individual{TOC=14452.775278870793, NV=37}
Individual{TOC=14824.01406954663, NV=32}
