Individual{TOC=16871.32580689514, NV=61}
Individual{TOC=16276.987681058876, NV=72}
Individual{TOC=16700.70707651779, NV=64}
Individual{TOC=16102.469848007937, NV=84}
Individual{TOC=16424.419560489798, NV=68}
Individual{TOC=17809.721208345924, NV=56}
Individual{TOC=16310.234828553961, NV=69}
Individual{TOC=16169.157863035418, NV=77}
Individual{TOC=16727.89551624926, NV=63}
Individual{TOC=17442.31603416633, NV=58}
Individual{TOC=16157.447709570773, NV=79}
Individual{TOC=17555.627564215716, NV=57}
Individual{TOC=16656.607287486662, NV=65}
Individual{TOC=18499.408177717796, NV=54}
Individual{TOC=16168.127726794695, NV=78}
Individual{TOC=16584.348275955777, NV=67}
Individual{TOC=16214.816154729171, NV=76}
Individual{TOC=16601.461766747158, NV=66}
Individual{TOC=17115.391182771422, NV=59}
Individual{TOC=16249.820886505679, NV=73}
Individual{TOC=16108.180201914156, NV=82}
Individual{TOC=17013.138331815942, NV=60}
Individual{TOC=17998.97491093292, NV=55}
Individual{TOC=16796.743144189295, NV=62}
